0	4.84777526125	1846.871674	0.015898	0.039762
15731.4688333333	4.84777526125	1958.659228	0.016860	0.020236
32694.34025	4.84777526125	2074.487079	0.017857	0.017200
50988.8913333333	4.84777526125	2194.055206	0.018887	0.016540
70719.41025	12.2653713925	921.843571	0.007935	0.008070
91996.2017916667	12.2653713925	985.381098	0.008482	0.009271
114943.609541667	8.76454799770833	1470.033307	0.012654	0.014671
139689.988166667	8.76454799770833	1562.531427	0.013450	0.015924
166375.725583333	11.2473784979167	1295.091535	0.011148	0.013265
195157.254041667	11.2473784979167	1378.515872	0.011866	0.013412
226195.016875	12.9453803777083	1274.783841	0.010974	0.011998
259665.50175	12.9453803777083	1356.757428	0.011679	0.012694
295763.246208333	11.6696452958333	1598.894586	0.013764	0.014884
334692.8155	11.6696452958333	1695.157113	0.014592	0.015638
376674.819208333	10.758778409375	1945.173829	0.016744	0.017654
421949.922333333	10.758778409375	2053.054927	0.017673	0.018279
470776.83975	9.97497261520833	2331.013119	0.020066	0.020366
523432.336208333	9.97497261520833	2446.779685	0.021062	0.021092
580217.242958333	9.24092430979167	2763.080858	0.023785	0.023506
641458.463291667	9.24092430979167	2880.244728	0.024794	0.024267
707500.950375	8.8342104875	3129.485543	0.026939	0.026088
778723.751583333	8.8342104875	3238.194025	0.027875	0.026779
855533.991875	8.76497918916667	3365.588047	0.028971	0.027623
938368.879333333	8.76497918916667	3457.768356	0.029765	0.028179
1027699.71625	8.96703751208333	3461.369889	0.029796	0.028051
1124037.91575	8.96703751208333	3532.719650	0.030410	0.028437
1227932.99625	9.27909979541667	3472.866336	0.029895	0.027848
1339976.59254167	9.27909979541667	3520.434167	0.030304	0.028097
1460808.47241667	9.47998487645833	3478.677041	0.029945	0.027725
1591118.54220833	9.47998487645833	3496.322238	0.030097	0.027831
1731648.85233333	9.42851264958333	3513.017219	0.030241	0.027994
1883199.61391667	9.42851264958333	3488.948600	0.030033	0.027863
2046639.2265	9.11300083458333	3556.262455	0.030613	0.028486
2222898.26141667	9.11300083458333	3473.110577	0.029897	0.027955
2412983.50058333	8.611505113125	3550.208528	0.030561	0.028691
2617975.93095833	8.611505113125	3388.512131	0.029169	0.027554
2839048.79441667	8.04080817645833	3414.309534	0.029391	0.027875
3077459.56558333	8.04080817645833	3162.211684	0.027221	0.025970
3334572.01279167	7.51414290708333	3078.725767	0.026502	0.025356
3611850.18145833	7.51414290708333	2746.942422	0.023646	0.022715
3910876.44395833	7.11316493395833	2536.082216	0.021831	0.020989
4233355.51070833	7.11316493395833	2166.672440	0.018651	0.017951
4581130.4745	6.88108365229167	1870.937659	0.016105	0.015478
4956182.8105	6.88108365229167	1524.826535	0.013126	0.012589
5360652.43166667	6.83339187145833	1222.985312	0.010528	0.010065
5796845.71091667	6.83339187145833	950.150260	0.008179	0.007786
6267253.531	6.977389763125	707.161512	0.006087	0.005777
6774555.29558333	6.977389763125	524.998674	0.004519	0.004270
7321649.012375	7.32889102333333	363.801523	0.003132	0.002960
7911655.30420833	7.32889102333333	259.555936	0.002234	0.002112
8547937.46445833	7.90475222979167	168.873517	0.001454	0.001387
9234125.52354167	7.90475222979167	116.694460	0.001005	0.000969
9974136.30433333	8.64093643708333	72.666923	0.000626	0.000620
10772189.4665	8.64093643708333	48.829323	0.000420	0.000430
11632839.5951667	9.29049127208333	29.917845	0.000258	0.000277
12560992.24525	9.29049127208333	19.350836	0.000167	0.000189
13561946.0578333	9.29049127208333	12.025303	0.000104	0.000124
14641410.8100417	9.29049127208333	7.157534	0.000062	0.000078
0	4.57658102416667	1745.467973	0.016141	0.033953
15066.3766770833	4.57658102416667	1851.730149	0.017123	0.021489
31323.6583020833	4.57658102416667	1961.822419	0.018142	0.018963
48867.1172708333	4.57658102416667	2075.447339	0.019192	0.018564
67797.7423229167	10.74421105875	939.777144	0.008690	0.008451
88226.0494375	10.74421105875	1004.260092	0.009287	0.010020
110268.2709375	8.73224860354167	1317.737171	0.012185	0.013753
134053.97728125	8.73224860354167	1402.179951	0.012966	0.014999
159720.36071875	10.8647973301563	1199.712414	0.011094	0.013161
187416.0461875	10.8647973301563	1277.787039	0.011816	0.013770
217302.996760417	12.3651374925	1195.650902	0.011057	0.012539
249550.797302083	12.3651374925	1273.112235	0.011773	0.013230
284349.992604167	10.6224434096354	1574.368745	0.014559	0.016262
321900.654697917	10.6224434096354	1668.372159	0.015428	0.017115
362420.004645833	9.7445940271875	1922.724380	0.017780	0.019334
406144.317989583	9.7445940271875	2027.561718	0.018749	0.019772
453325.113854167	9.43925552578125	2202.340698	0.020366	0.020852
504236.776739583	9.43925552578125	2311.625986	0.021376	0.021442
559172.745625	8.92703301682292	2557.655938	0.023651	0.023384
618455.041208333	8.92703301682292	2667.391875	0.024666	0.024150
682422.83321875	8.60712736609375	2875.411663	0.026590	0.025746
751449.589447917	8.60712736609375	2977.575850	0.027534	0.026422
825933.548510417	8.5338152575	3099.131002	0.028659	0.027266
906307.247083334	8.5338152575	3186.264649	0.029464	0.027831
993037.51990625	8.6375668965625	3225.200478	0.029824	0.028011
1086623.59433333	8.6375668965625	3291.872620	0.030441	0.028430
1187612.33391667	8.84612769828125	3268.712789	0.030227	0.028139
1296582.99482292	8.84612769828125	3311.027162	0.030618	0.028400
